店舗ID,店舗名,ジャンル,総合評価,店舗URL,レビュアー,レビュー評価,レビュー日付,レビュー本文
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/07訪問
6
回目","久々に日曜の昼をこちらで食べようと
便利なアプリでタクシーを呼んで訪問。

なんと看板メニューのローストビーフがない。
ランチからもグランドメニューからも消えていた。

聞けば薄切り用のスライサーを氷川台の系列店が
使用することになったので、復活もないとか。

これではこちらの価値もガタ落ち。
ワインをメインにする居酒屋なのにとても残念。

ホントはランチだけサクッと食べて
すぐに退却したかったが、そこはオトナ。

夏野菜と鱧の南蛮漬け(お通し)
とうもろこしの唐揚げ
長芋フライドポテト　コンソメ味
サファイア茄子のタレカツ
白桃と生ハムの白和え
ほか

ローストビーフだけでなく、マッシュポテトも
スパニッシュオムレツもメニューから消えてしまい
気づけば揚げ物だらけのオーダーになってしまった。

コロナによる多店舗経営の苦しさゆえ、
集客力のある旗艦店にパワーを集約しているようだ。

系列の中でここは閉店候補なのかもしれない。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/04訪問
2
回目","ランチで利用。
テレワークのおかげなのか、いつでもそうなのかわかりませんが、平日お昼の平和台でほぼ満席というのはなかなかなものだと思います。
以前お邪魔した時より肉料理メインのランチになっていて最も安いルーロー飯でも980円とお値段もなかなかな
ものになってます。
今回は宮崎A5和牛のローストビーフ丼1580円を注文。ドリンクとサラダがついてきます。
自家製サラダドレッシングは複雑な味わいで美味しいです。
ローストビーフはとても柔らかく肉の旨味も感じられます。だし醤油かけて卵の黄身を崩して渾然一体と味わうのがよしかと。
平日限定時間無制限飲み放題コース3990円というのをやっていらっしゃるのですが、こちらもなかなか気になります。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/03訪問
3
回目","旅行から帰ってきて、嫁さんは別の用事で食事はいらないという。
息子に聞いてみて近場で食べようと、晴れのち晴れに電話してみたら満席で、空き次第電話連絡をくれることになっていたが、一向に電話連絡が来ない。
遅くなるとラストオーダーになっちゃうので、電話を入れてキャンセル。
そして系列の當店へ行くことにしました。
予約の電話をすると２席なら大丈夫とのこと
息子はちょっと怪訝そうな顔。
ごまかしごまかし當店へ向かう。

店に入るとほぼ満席の店内。
席数は減らしてはいましたが、ちょっと入れすぎじゃないかな〜と思ったり。。。

さてメニューをみて決めていきましょう。
息子にローストビーフ丼（ランチ限定を出してもらいました）、牡蠣食べ比べ（岩手、長崎）、グリーンサラダ、唐揚げ、そら豆とチーズのコロッケをチョイス。
飲み物はスパークリングワイン、息子はカルピス。
お通しは茨城県産アスパラガス。
根元は生で穂先はフライしてありました。
甘くてこれが美味しい〜
あっという間にスパークリングワインを飲んじゃいました。
そして牡蠣。先日食べたばかりだけど、こちらの方が身が大きくていい感じ。どちらも美味しかった。
サラダはMサイズにしちゃった事もあってちょっと寂しいかな〜
息子のローストビーフ丼は余れば自分が食べるつもりでいましたが、気がつけば完食〜〜〜
最初食べにくいとか文句言ってましたが、最終的には美味しかったそうです。
自分はコロッケを食べる。1個あたりそら豆が６粒使っている手間暇かけた一品。チーズの味とベストマッチ。ワインが進んじゃいます。
一番最後に唐揚げ。
家庭的な味わいでこれまたいい感じでした。

いや〜飲んだ食った。
隠れ家的なお店ですがこの地域にはこの手のお店が皆無だけに集中するのでしょうね。
今度はランチできてみようと思います。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/02訪問
5
回目","仕事帰りに通し営業のこちらへ。
16時という半端な時間だったので先客なし。
まずはハイボール。
その後はおすすめの赤ワインを何杯かいただいた。

桜鱒フライカレー風味　お通し
生ハム&マッシュポテト　○
ローストビーフ　　　　　◎
スパニッシュオムレツ　　○

ランチのローストビーフ丼が絶品だったので
グランドメニューにも採用された単品をオーダー。
この蕩ける美味さは凄い。
注文のたびにスライスする丁寧さ、絶妙な薄切り。
ランチ丼ではオニオンスライスと卵黄が付くが、
単品にはマッシュポテトが付いている。

生ハムは上質。今日はやや乾燥ぎみだったが。
マッシュポテトがかぶってしまったのは残念。
ワインには欠かせないツマミだが、
ローストビーフを頼むなら、生ハムマッシュは
次からオーダーしないかもしれない。

スパニッシュオムレツはやや火が通りすぎ。
タマゴがスポンジ状になっているのが惜しい。
味付けはいいので次回はレア目でお願いしてみたい。

数回の訪問で苦手なものを除いてほぼ全メニューを
制覇したようだが行くたびにメニューが増えていて
楽しい。さすがはチーム遠藤@月グループ。

ローストビーフ、長芋フライドポテト、ビーフシチュー
現状での私のおすすめメニューベスト3である。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2020/09訪問
1
回目","東京メトロ　有楽町・副都心線　平和台駅から徒歩で3分ほど。
隣がファーストゴルフという、打ちっぱなしがあるので、ネットを頼りに行くとすぐ到着します。
外観はテラス席もある洋風な雰囲気、内観はカウンターとテーブル席があり、1人でも入りやすく、複数人でも人数に合わせてテーブルが稼働できそうな席でした。
ウリは煮込み料理！ワインにとても合います。イタリアンな雰囲気ですが、居酒屋みたいなので気取らない感じがとてもいいですね！
季節の旬な食材を多く取り扱っているみたいで、私が伺ったタイミングでは秋刀魚があったので頂きました。
これはまたビールと合いますね〜！
その他、ジビエ料理もあり、雰囲気から料理から楽しめるお店様です！"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2026/01訪問
1
回目",どれも美味しいけど自家製レーズンバターが絶品だったバターのほうにもレーズンが入っているらしく甘くて美味しい！
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2025/12訪問
1
回目","家族の忘年会で利用しました。
とても活気があるお店でスタッフさんも気さくで対応も早いので気持ち良く過ごせました。
お料理もなかなか凝っていてとても美味しい。
お酒も豊富ですが、女性向きなフルーツたっぷりなサングリアとかあればなお良い！
トイレの場所も遊び心ありますね。
私の中では平和台で一番オススメなお店です！"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2025/03訪問
1
回目","店の雰囲気もいいし、料理もお酒も美味しい！！
最幸なお店でした"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2023/03訪問
1
回目","とてもお洒落で料理も美味しい！
日替わりメニューがあるので飽きない。
平和台はチェーンが多いので本当によく利用させてもらってます。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2022/04訪問
1
回目","レビューが少ないので評価が伸びてないですが味も値段も雰囲気も上質な町イタリアンです
環八内側の練馬ながらあまりお店のない平和台で貴重な一軒です"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2019/11訪問
1
回目","前菜の盛り合わせが嬉しい

満足感ありました

美味しかったです

ごちそうさまでした☘️"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2024/08訪問
1
回目",
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/03訪問
2
回目",
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
1
回目",看板メニュー、美味しくいただきました。
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2019/06訪問
1
回目",
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2018/04訪問
1
回目",
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2018/01訪問
1
回目",
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2025/12訪問
1
回目",美味しく配慮も素晴らしく嬉しい飲み会でした。
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2025/02訪問
1
回目","とにかく美味しい。
何を頼んでもハズレなく美味しかったです。
店員さんの接客も心地よく、楽しく過ごせました。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2019/11訪問
2
回目","ふらふらこの店へ

前菜の盛り合わせで一杯

美味しかったです

ごちそうさまでした"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"ー 訪問
（2018/02 更新）
1
回目",ランチは辞めてしまいましたとのこと。ラフに立ち寄れるお店ですね。
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"ー 訪問
（2020/02 更新）
1
回目","フレンドリーな店で１人でも行きやすい
なんといっても従業員が良い"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2017/04訪問
1
回目",つまみがいろいろ
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"ー 訪問
（2022/10 更新）
1
回目","平和台の穴場
牡蠣美味"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
4
回目","金曜はいちご狩りから石神井公園の月（がつ）、
土曜は東京串焼倶楽部から月（がつ）だったので、
日曜のランチは娘と市〜離れ。

娘は大人気のローストビーフ丼。1580円
色に感激、ソースに感激、柔らかさに感激していた。

私は初オーダーのタレカツ丼。1280円
ミルフィーユ状にしたカムイ豚に薄いコロモ、
カリカリに揚げてさっぱりタレ味のついた丼。
ビーフシチューやローストビーフには敵わないが、
これもなかなか美味い。紅生姜ってやっぱり優秀。

本日をもって浜松町の貿易センタービル展望台終了。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
3
回目","緊急事態宣言下、夕食は無理なので昼にがっつり。
練馬駅のスパゲティ屋からのハシゴ。

コチラの看板メニューをまだ食べたことがなかった。
石神井のお好み焼き屋　月（がつ）の若手スタッフに
「市じゃローストビーフ食べなきゃダメっすよ」と
ご指摘を受けたwのでさっそく。

Ａ５宮崎牛を使ったローストビーフ丼 1580円
サラダ　ドリンク付き

昭和生まれの私にとってローストビーフは
ホテルなどのオードブルに出てくるソレで、
「噛みきれない パサパサしてる 飲み込めない」と
あまりいいイメージがなかった肉料理。
西武池袋店地下の「肉匠もりやす」に出会って
ようやくまともな食べ物と見做した程度。

いやー、ここのローストビーフはすごい。
とろける！スジが全くない！美しい！

大きなスライス肉が６枚、タレとワサビもいい。
オニオンスライスとカイワレを巻いたら最高。
高級な黒毛和牛ユッケを目一杯頬張ってる感じ。

今日はライス無しでいいかと思っていたが
いつの間にか完食してしまっていた。

このローストビーフ、グランドメニューに載っていない。
本来はランチ限定らしいが、夜もツマミで頼めるそうだ。
今はなき練馬の月にもローストビーフはあったはずだが
市のソレは、まさに至高のメニューだった。

よし、夜も行くか。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
2
回目","昨日のランチからの夜。
仕事を16時に終わらせてヤマダ電機のついでに市。
先日購入したSSD換装の中古iMacの描画がのろいので
何とかしようと思案中。
ソフトの関係でOS X Sierraシバリなのが痛い。

17時　先客１名。
グラスワインを一杯もらってメニューを拝見。
あら、ランチに置いてあったメニューが
グランドメニューだったようで品数少なめ。
ランチタイムの方がメニューが多いと言うことか？

スパニッシュオムレツ
ローストポーク
サルシッチャpizza
ボトルワイン　メルロー

オムレツは誰もが好きな味、ややハードだが◎
ローストポークは固くて脂がしつこく△
ピッツァは生地がパイだがサルシッチャが平凡で○

飛び抜けた料理はないがどれも水準以上。
ローストポークだけは焼き方を間違えているかも。
ワインの値付けがやや高め。
スクリューキャップはせめて二千円台で出さないと。

平日の夜なのに客が続々、常連さんだらけのようだ。
計７組、パーソナルスペースを考えれば
満席に近い盛況ぶりで大変素晴らしい。

洋物メニューはパスタ以外ほぼ制覇したので次は和物を。
あ、鮮魚なら系列の「晴れのち晴れ」のほうがいいか？
この品揃えでは週一訪問はつらいかも。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
1
回目","ランチに伺いました！
練馬の月さんのファンだったので、
メニューの字を見て、嬉しくなりました！

ローストビーフ丼と迷いましたが
注文したのは二つ。
シェアしました。

❤️ランチは、サラダ、ドリンク付きです！

❤️牛すじシチューランチ　1280円
牛すじとろとろで、ゴホウも入って
デミグラスソースが美味しい。
ご飯がすすみます！

❤️タレカツ丼　1280円
こちらも美味しい。お肉がジュワーっと層になってるような味がします。誰も美味しくてこちらもご飯が進みます。

サラダもおいしかったです。
テイクアウトもやっているので
また伺います^_^"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
1
回目","緊急事態宣言をうけて、時短協力金1日6万円もらえて
ウハウハの小規模飲食店が数多くあると聞いた。
バイトやパートを即座に切り、国や自治体の指示通りに
時短営業や休業するほうがよほど儲かる店もあるそうだ。

そんな中、工夫を重ねて努力する飲食店もある。
若いバイトや主婦のパートはたしかに臨時雇いだが
そんな彼らの生活をけっしてコロナの犠牲にせず、
従業員すべてを大切にしている企業。
大小や有名無名でなく、こうした受難の時期に
人を思う優良な企業を若者は就職先に選ぶべきだ。

さて、今日のランチは平和台の優良店、市〜離れ〜
どの駅からも離れているから〜離れ〜なのだと思う。

開店当初にランチでボンディのカレーを提供したことで
話題になったが、あっという間にランチをやめてしまい
すっかり忘れてしまっていた。
系列の石神井のお好み焼き店月(がつ）で
ランチ営業の情報をいただいたのでお邪魔してみた。

緊急事態宣言を受け、11時オープン20時まで通し営業。
こちらは肉とイタリアン、ワインで勝負。
ローストビーフ丼はテイクアウトで人気なようだ。

生ハムマッシュポテト　◎
長芋フライドポテト　　○
牛すじシチュー　ライスサラダドリンク付き　◎

さすがチーム月(がつ)、どのメニューも美味い。
なにより材料の質が良いのでハズレがない。
先日の月(がつ)もそうだが、スタッフが気持ちいい。
ついつい昼から飲み過ぎた。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2020/12訪問
2
回目","當店のインスタをフォローしていると、色々な情報が得られる。
その中でワインパーティーと言う企画をやると言う。
なんとグラスワインが200円。
サイゼリヤ程ではないけどすごく安い。
そりゃ～行かなくてはと嫁さんに聞いてみたら一つ返事でOK
当日予約で伺う事にしてみました。

流石人気店。18時過ぎで6割程度の客入り。
ちゃんと検温、換気、アクリル板の設置がされていて対策もばっちりでした。

まずは飲み物。もちろんワインだ。
白3種類、赤３種類　計6種類。
こりゃ～制覇できそうだぞ～（笑）

そして料理を頼んでいきましょう。
サラダ、息子にポルチーニのクリームパスタ、イタリア風にアレンジした4種の刺身盛り合わせ、ダチョウと仙台芹のカルパッチョ、下仁田ネギとしらすのアヒージョ、安納芋、もつ煮込みをチョイス。
すぐにお通しのカジキのフリットが出てきてくれました。
ちょっと衣多めだけどサクッとした感じがとてもいい。
白ワインとよく合います。
サラダもドレッシングが酸味が強くないタイプだったので息子もバリバリ食べてました。
息子は酸味の強いフレンチ系は苦手みたいだったのでよかった。
そして刺身。鯛、カワハギ、寒ブリ、ヒラメ。
カワハギは肝で和えてあってこれが旨いんですわ～
もちろん寒ブリも良い感じ。白ワインが進みます。
下仁田ネギとしらすのアヒージョは下仁田ネギの甘さが良い感じでした。
息子も普段ねぎを食べませんが、これは美味しいと言ってました。
そしてダチョウのたたきは肉々しい食感。でも臭みもなくて美味しいです。
芹と一緒に食べると良い感じ。赤ワインにスイッチして食べましたがこりゃ～良いですわ。
もつ煮込みも自分で魚粉が入れられるので味の調整が出来て面白かったし美味しい～
最後に安納芋もお願いしちゃってお腹いっぱい～

あ～飲んだ食った。
ワイン6種類制覇しましたが、個人的には白より赤ワインの方が全般的にレベルが高い感じでした。
12月いっぱい、このサービスをやっているようですのでお近くの方は是非行かれてみてください。
系列の晴れのち晴れも良いけど、全体的な味のバランスからするとこちらの方が良いかな～と思ったり。
店員さんの志村さん、ミスターさん、アルプスさん　ありがとう。また再訪しますね～"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2020/11訪問
2
回目","ディルと塩昆布を組み合わせたり、なめろうにバルサミコを加えたり。ああ、うまい！
食べたかった、低温調理のサーモンも想像以上に美味しかった。。
なんと11月はグラスワイン200円！あと何回行けるだろう？
丁寧に料理の説明もしてくれるし、ベテラン揃いのサービスで、楽しい時間が過ごせます。
ここの魚類はワインにも日本酒にも合います。散々飲みましたが1人5000円以下とは！

長く営業してもらいたいです！、"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2020/03訪問
1
回目","以前一度行って満席で振られてしまったお店。
行ったことないから行ってみようと伺ってみました。
場所は平和台駅から歩いて10分弱でしょうか。
ゴルフ場のすぐ脇にあります。
なのでゴルフ場を目印に行くと良いと思います。

18時すぎに予約して入店。
先客は１組のみ。ちょっと寂しい〜〜
やっぱりコロナの影響があるんでしょうね。
そしてテーブル席に座ってメニューを見ます。
平日なら飲み放題プランもあって良い感じです。
自分だったら平日なら元が取れるかも！

さてワインで乾杯といきましょう！
まずは白ワイン５５０円のもの。
安い割には美味しいです。そして飲みやすい。
そして手作りのパンが出てきます。
息子はパンに夢中。
前菜３種類も別にイタリアンという感じでもなく美味しいと思います。
居酒屋ライクなつまみも美味い。ウズラのキムチ風とかポテサラなんて実にいい。
サラダはMサイズにしましたが結構な量で嬉しい。
肉はカンガルーもあったりして面白いんですよ。
ポテトラクレットチーズがけも美味しいです。
何やかんやいっぱい飲んじゃったけど3人で1万円チョイ。
美味いし安いし普段遣いにはぴったり。

そしてここは氷川台の晴れのち晴れ、氷川台 浪漫酒場、アンティークダイニング 月 練馬店の系列なので知っている人がいれば楽しいと思いますよ〜
またここは行かなきゃ〜"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2019/03訪問
1
回目","ホワイトデーということでお洒落なお店でお食事を…。

お店の前を通った際見かけたメニューイーゼルが私の愛すべき「晴れのち晴れ」と非常に似ており、ずっと気になっておりましたが、なかなか行ける機会がなく…今回念願の来店です！
…がしかし、残念ながらこの日は19時半から貸切とのこと。
一時間程しか食事ができないとのことで悩みましたが、ずっと来たかったお店だったので少しの時間お邪魔することに。

結論から言えば、短い時間ながら大変満足しました！

本日のおすすめは豊洲から仕入れた鮮魚のカルパッチョとのことで早速注文。
カルパッチョを注文すると、葉野菜ばかりでお魚が全然な～い…なんて悲しいことも多々ありますが、こちらは厚切りで食べごたえも抜群！
色んなお魚が食べられるのも良いですね～、二人で伺いましたが一人一切れずつ盛られてました。

お肉の盛りはなんと種類ごとにソースのお味も違うとの事。
一番おいしかったのは豚タンの柚子タルタルソースがけかなぁ～
タルタルに柚子が入っているのは初体験でしたが、さっぱりしていて食べやすいですね、美味でした。

そして日本人には堪らない色んなものをちょっとずつ、を満たしてくれるのがおつまみの盛り合わせ。
う～ん、これその日によって内容変わるみたいだから、何度行っても楽しめちゃうヤツだ！
また行かないと！
個人的には今回頼まなかった煮込みがとっても気になってます。
イタリアンの煮込みとは…！？

「晴れ晴れ」と同様、スタッフさんのフレンドリーなお話しで、楽しい時間を過ごすことが出来ました。
お肉の一品サービスもありがとうございました！
また食べに行きます～"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2017/09訪問
1
回目","ビックリです。
カレー不毛地帯と言われていた平和台の地で、あの「ボンディ」の欧風カレーを発見！

場所はゴルフ練習場の裏手。
かつて中華料理店があった場所。

「ワインと煮込み 市～離れ～」

2017年3月1日オープンのワインバル。
そのランチ時に何故か「ボンディ」の欧風カレーが提供されていたんです！

・・・なんというミラクル、早速入店してみましょう。

思いのほか雰囲気が良い店内。
これは夜も楽しそう。

テラス席でワインってのも素敵ですね。

こちらがランチメニュー。
「ボンディ」のカレーは限定１５食とのことです。
その他ナポリタン、海鮮丼と、振り幅の大きいメニュー構成が面白いですね。

★Bondyビーフカレー¥1200
（サラダ・ドリンク付）

おっと、こりゃ驚いた！
正真正銘、ホンモノのボンディじゃないですか！

見てください。

器も正式な「ボンディ」のもの。
ライスに小梅と漬け物、そしてチーズが乗っているのも「ボンディ」そのものです。

トロッとした中に潜む深いコク、そして華やかなスパイスの香りはまさにボンディ。
ビーフだって立派なブロックで、ホロッと柔らかく完璧です。

しかし・・・一体どうして「ボンディ」のカレーがここに？

聞けばどうやらこちらのオーナーが「ボンディ」の社長と知り合いで、
ランチを始めるにあたり「ボンディ」のカレーを出して良いと正式にOKをいただいたのだそうです。

「ボンディ」のセントラルキッチンがあるのはこの近く、和光市。
そちらから運ばれた、正真正銘ホンモノの「ボンディ」のカレーがここでいただけわけですね。
しかも本家より工場に近いから、鮮度も抜群・・・かも（笑）

しかしこまさかこのカレーが平和台でいただける日が来るとは、全く予想していなかったですね。
また来ようっと。

●「カレー細胞」Facebookページ
https://www.facebook.com/CurryCell

●twitter「カレー細胞」:@hm_currycell"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2017/09訪問
1
回目","平和台駅近くにある、ワインにあう料理が楽しめるお店です。
練馬にある「月」、氷川台にある「晴れのち晴れ」「浪漫酒場」の姉妹店だそうです。

こじんまりとしたお店で、カウンター席やテラス席もあります。
店員さんがフレンドリーなので、
堅苦しさを感じず、ワインを飲んで美味しい料理を食べて…が気楽に楽しめます。

私は飲めないので、食べる専門（笑）
料理がとっても美味しかったです。
特にポテトサラダがおススメ！
カニみそが入っていて、海苔と一緒にいただく、大人のポテサラですよ♪
ナイフでカットして食べる、しっかりがっつりなお肉メニューもあるので、
男性でも満足できるラインナップです(^^♪

常連になりたくなる、美味しく楽しいお店です！"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2017/06訪問
1
回目","東京都練馬区。
東京メトロ平和台駅から徒歩3分ほどにあるワインバー。

ランチもやっています（3～4種類）。
（ディナーはイタリア料理、スペイン料理、エスニック料理など様々あるようです）

平日12時半過ぎに訪問。
表通りから外れていますが、ちょこちょこお客さんが来ていました。

カウンター席もあるので1人でも入りやすいです。
他はボックス席、テラス席があります。

限定10食？15食？の「ビーフカレー」を。
サラダ、ドリンク付きで1,200円と、この辺のランチにしては少し高めです。
（他ナポリタンや海鮮丼などがあり、それらは1,000円以下です）
予想以上にビーフがゴロゴロ入っていて、しかもとろとろで美味しかったです！

またカレーが食べたくなったらこちらにお邪魔したいですね。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2020/01訪問
1
回目","すぐ近くのゴルフ練習場に行ったときに立ち寄りました。何を食べても美味しく、ビールもクラフトビール が複数あって飲み比べるのが楽しかったです。
お通しのしらすオイル漬け(パン付き)で心を掴まれ、低温調理されたしっとりお肉の盛り合わせやビーフシチューを食べるたび、一緒に行った人と「うまっ」と顔を見合わせていました。
その日は牡蠣が安くなっていたのですが翌日大事な用があり、念には念をで断念。食べたかった。。。
また行くと思います。

ちなみにその日あったクラフトビールはゆずラガーと日向夏、レッドエール。
どれも美味しかったです。

会計時にはアイスのピノを一粒いただき、帰り際にはカイロをくれました。すごく寒い日だったので心配りがありがたかったです。
店員さんも若い人が多く、気さくで感じがいい人ばかりでした。
ただ店員さんに少しでも話しかけられるのが嫌なタイプの人はもしかしたら向かないかもです。話しかけられると言っても本当に軽くですが。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2017/05訪問
1
回目","なかなかランチスポットの少ない平和台の新店舗です。メインは夜のようなので、さほどお昼はバリエーションがないですが、カレー、海鮮丼、ナポリタンと幅広い定番メニューにこの日はローストビーフ丼が加わってました。お値段は大体1000円でサラダとドリンクがつきます。
なぜかカレーは神保町のボンディのカレーだそうです。ライセンスビジネスとかあるんでしょうか？
今回はナポリタンをいただきましたが、見た目より量があり食べ応えありました。トッピングに半熟目玉焼きが乗ってるのもいいです。
味は、ケチャップ適量で落ち着いた味。
夜も行ってみたいです。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2021/01訪問
1
回目","周りに他の店がない中、ぽつんとやられているこちらを訪問です。
店内BGMは、洋楽です。
テイクアウトで「丸ごと1本海老春巻き」をオーダーしました。
その場で揚げ始めて5分ほどでサーブです。
海老春巻きは、ボリューム控えめですが、普通においしかったです。"
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"2017/07訪問
1
回目",
13206198,市,ワインバー、ダイニングバー、イタリアン,3.22,https://tabelog.com/tokyo/A1322/A132202/13206198,,,"ー 訪問
（2017/04 更新）
1
回目",
13009006,海人,沖縄料理、居酒屋、沖縄そば,3.38,https://tabelog.com/tokyo/A1321/A132102/13009006,,,"2025/12訪問
1
回目","練馬で今夜は忘年会。
待ち合わせの時間まで、ちょっと時間があったので… フライングで一杯ひっかけに…
目的の店の料理と被らない様、沖縄料理屋さんへ。
軽いつまみとビールでも…ちょうど良い！海ぶどうとオリオンの生ビール！
軽い口当たりオリオン生に、プチプチで弾ける食感の海ぶどうは三杯酢でサッパリと。
忘年会前のアイドリングにはピッタリ！
隣のお客さんが飲んでいた青いサワー(名前忘れた)
気になりもう一杯！
見た目とは違い…お味は酸味強めのレモンサワー！
泡盛の種類が豊富で、もう一杯… といきたい気持ちを抑えて、ここでタイムオーバー、2件目へ続く…"
13009006,海人,沖縄料理、居酒屋、沖縄そば,3.38,https://tabelog.com/tokyo/A1321/A132102/13009006,,,"2025/12訪問
1
回目","練馬に住む友人に誘われて行ったお店！
沖縄料理は久々だったがとてもおいしかった！練馬では有名な沖縄料理のお店とのこと。やっぱり海ぶどうは美味しいなー！ラフテーもおいしかった。練馬で沖縄を堪能したいなら是非行くべきお店！"
13009006,海人,沖縄料理、居酒屋、沖縄そば,3.38,https://tabelog.com/tokyo/A1321/A132102/13009006,,,"2025/12訪問
6
回目","都内で評価が高い沖縄料理店に行って、ガッカリ
することが多い。

都内で沖縄料理と言っても現地に比べたら何かと
差異があるのは当たり前。諸事情から、アレンジ
してしまうのが世の常だ。

だがしかーし、海人はずっと変わらない！

だから毎回、鉄板しか Order しない私にとっては
何よりありがたい。

店が忙しい土日でも、早い時間なら、お一人様を
受入れてくれる懐の広さ♪

懲りずにまた、人形町辺りの沖縄料理屋を物色
するだろうが…(笑)"
